survey_id,date,site,zone,plot,tree_number,tree_code,trunk_number,genus,spp,dbh_mm,health,alive,old_tag,standing,notes
April_2025,4/29/2025,BRNV,L,L0,5314,L0_5314_Jun,1,Jun,vir,42,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L0,5313,L0_5313_Mor,1,Mor,cer,60,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L0,5311,L0_5311_Jun,1,Jun,vir,72,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L0,5312,L0_5312_Jun,1,Jun,vir,71,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,107,L1_107_Jun,1,Jun,vir,85,5,TRUE,,1,105 below knot DBH
April_2025,4/29/2025,BRNV,L,L1,108,L1_108_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,109,L1_109_Jun,1,Jun,vir,238,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,110,L1_110_Pin,1,Pin,tae,330,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,111,L1_111_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,112,L1_112_Jun,1,Jun,vir,147,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,113,L1_113_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,114,L1_114_Jun,1,Jun,vir,178,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,115,L1_115_Pin,1,Pin,tae,123,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,116,L1_116_Jun,1,Jun,vir,169,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,117,L1_117_Pin,1,Pin,tae,,0,FALSE,,0,
April_2025,4/29/2025,BRNV,L,L1,118,L1_118_Jun,1,Jun,vir,187,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,119,L1_119_Jun,1,Jun,vir,85,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,120,L1_120_Jun,1,Jun,vir,153,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,121,L1_121_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,122,L1_122_Jun,1,Jun,vir,71,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,123,L1_123_Jun,1,Jun,vir,130,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,124,L1_124_Jun,1,Jun,vir,116,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,125,L1_125_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,126,L1_126_Pin,1,Pin,tae,,,FALSE,,,didn't find
April_2025,4/29/2025,BRNV,L,L1,127,L1_127_Pin,1,Pin,tae,,,FALSE,,,didn't find
April_2025,4/29/2025,BRNV,L,L1,128,L1_128_Pin,1,Pin,tae,410,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,129,L1_129_Jun,1,Jun,vir,155,4,TRUE,,1,"DBH w/ poison ivy, lean"
April_2025,4/29/2025,BRNV,L,L1,131,L1_131_Jun,1,Jun,vir,115,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,132,L1_132_Jun,1,Jun,vir,180,4,TRUE,,1,leaning 
April_2025,4/29/2025,BRNV,L,L1,133,L1_133_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,134,L1_134_Jun,1,Jun,vir,126,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,135,L1_135_Jun,1,Jun,vir,135,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,136,L1_136_Jun,1,Jun,vir,72,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,137,L1_137_Pin,1,Pin,tae,,,FALSE,,,didn't find
April_2025,4/29/2025,BRNV,L,L1,138,L1_138_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,139,L1_139_Jun,1,Jun,vir,,,FALSE,,,didn't find
April_2025,4/29/2025,BRNV,L,L1,140,L1_140_Jun,1,Jun,vir,,0,FALSE,,0,leaning
April_2025,4/29/2025,BRNV,L,L1,141,L1_141_Jun,1,Jun,vir,121,7,TRUE,,1,leaning
April_2025,4/29/2025,BRNV,L,L1,142,L1_142_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,143,L1_143_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,145,L1_145_Jun,1,Jun,vir,299,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,146,L1_146_Jun,1,Jun,vir,170,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,147,L1_147_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,148,L1_148_Jun,1,Jun,vir,,0,FALSE,,0,
April_2025,4/29/2025,BRNV,L,L1,149,L1_149_Jun,1,Jun,vir,135,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,453,L1_453_Mor,1,Mor,cer,72,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,456,L1_456_Uni,1,Uni,spp,,,FALSE,,,delta to Mor
April_2025,4/29/2025,BRNV,L,L1,474,L1_474_Uni,1,Uni,spp,,0,FALSE,,1,delta to Mor
April_2025,4/29/2025,BRNV,L,L1,924,L1_924_Nys,1,Nys,syl,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,927,L1_927_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,5024,L1_5024_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L1,5028,L1_5028_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L1,5050,L1_5050_Uni,1,Uni,spp,122,2,TRUE,,1,delta to Jun
April_2025,4/29/2025,BRNV,L,L1,5051,L1_5051_Jun,1,Jun,vir,209,6,TRUE,,1,connected belowgr.
April_2025,4/29/2025,BRNV,L,L1,5052,L1_5052_Jun,1,Jun,vir,169,4,TRUE,,1,to 5051
April_2025,4/29/2025,BRNV,L,L1,5053,L1_5053_Uni,1,Uni,spp,160,2,TRUE,,1,Delta to Jun
April_2025,4/29/2025,BRNV,L,L1,5055,L1_5055_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L1,5056,L1_5056_Jun,1,Jun,vir,105,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,5057,L1_5057_Jun,1,Jun,vir,73,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,5058,L1_5058_Uni,1,Uni,spp,,0,FALSE,,1,Delta to Jun
April_2025,4/29/2025,BRNV,L,L1,5059,L1_5059_Uni,,Uni,spp,,0,FALSE,,1,Delta to Jun
April_2025,4/29/2025,BRNV,L,L1,5060,L1_5060_Jun,1,Jun,vir,103,7,TRUE,,1,leaning
April_2025,4/29/2025,BRNV,L,L1,5061,L1_5061_Jun,1,Jun,vir,140,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,5062,L1_5062_Jun,1,Jun,vir,148,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L1,5063,L1_5063_Uni,1,Uni,spp,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L1,5054,L1_5054_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L1,447,L1_447_Jun,1,Jun,vir,,,FALSE,,,DNF
April_2025,4/29/2025,BRNV,L,L1,727,L1_727_Mor,1,Mor,cer,78,0,FALSE,,1,tag 727 Mor
April_2025,4/29/2025,BRNV,L,L1,na,L1_na_Mor,1,Mor,cer,65,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,195,L2_195_Pine,1,Pine,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,196,L2_196_Jun,1,Jun,vir,224,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,197,L2_197_Pin,1,Pin,tae,242,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,198,L2_198_Pin,1,Pin,tae,264,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,201,L2_201_Jun,1,Jun,vir,70,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,202,L2_202_Jun,1,Jun,vir,142,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,203,L2_203_Pin,1,Pin,tae,241,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,204,L2_204_Jun,1,Jun,vir,176,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,205,L2_205_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,206,L2_206_Pin,1,Pin,tae,182,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,207,L2_207_Pin,1,Pin,tae,91,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,208,L2_208_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,209,L2_209_Jun,1,Jun,vir,90,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,211,L2_211_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,212,L2_212_Jun,1,Jun,vir,86,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,213,L2_213_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,214,L2_214_Jun,1,Jun,vir,115,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,215,L2_215_Pin,1,Pin,tae,229,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,216,L2_216_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,217,L2_217_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,218,L2_218_Pin,1,Pin,tae,421,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,219,L2_219_Jun,1,Jun,vir,55,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,220,L2_220_Uni,1,Uni,spp,54,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,221,L2_221_Pin,1,Pin,tae,265,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,222,L2_222_Pin,1,Pin,tae,237,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,223,L2_223_Jun,1,Jun,vir,181,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,224,L2_224_Jun,1,Jun,vir,116,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,225,L2_225_Pin,1,Pin,tae,317,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,226,L2_226_Jun,1,Jun,vir,89,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,227,L2_227_Nys,1,Nys,syl,112,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,227,L2_227_Nys,2,Nys,syl,,0,FALSE,,0,
April_2025,4/29/2025,BRNV,L,L2,228,L2_228_Pin,1,Pin,tae,304,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,229,L2_229_Jun,1,Jun,vir,134,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,230,L2_230_Jun,1,Jun,vir,122,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,231,L2_231_Jun,1,Jun,vir,74,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,232,L2_232_Jun,1,Jun,vir,131,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,233,L2_233_Uni,1,Uni,spp,56,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,234,L2_234_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,235,L2_235_Pin,1,Pin,tae,338,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,236,L2_236_Jun,1,Jun,vir,66,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,237,L2_237_Pin,1,Pin,tae,405,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,238,L2_238_Jun,1,Jun,vir,,0,FALSE,,1,PI
April_2025,4/29/2025,BRNV,L,L2,239,L2_239_Nys,1,Nys,syl,134,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,240,L2_240_Nys,1,Nys,syl,,0,FALSE,,1,PI
April_2025,4/29/2025,BRNV,L,L2,241,L2_241_Pin,1,Pin,tae,326,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,242,L2_242_Jun,1,Jun,vir,153,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,496,L2_496_Jun,1,Jun,vir,125,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,928,L2_928_Jun,1,Jun,vir,75,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,5041,L2_5041_Jun,1,Jun,vir,154,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,5042,L2_5042_Jun,1,Jun,vir,178,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,5043,L2_5043_Pin,1,Pin,tae,177,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,5044,L2_5044_Jun,1,Jun,vir,43,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,497,L2_497_Mor,1,Mor,cer,97,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,801,L2_801_Mor,1,Mor,cer,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L2,611,L2_611_Mor,1,Mor,cer,94,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,816,L2_816_Mor,1,Mor,cer,59,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,608,L2_608_Mor,1,Mor,cer,57,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,614,L2_614_Mor,1,Mor,cer,74,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,5787,L2_5787_Mor,1,Mor,cer,74,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,5383,L2_5383_Mor,1,Mor,cer,67,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,5309,L2_5309_Mor,1,Mor,cer,83,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L2,5385,L2_5385_Mor,1,Mor,cer,64,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L2,600,L2_600_Mor,1,Mor,cer,53,0,FALSE,,1,found tag already there?
April_2025,4/29/2025,BRNV,L,L2,709,L2_709_Mor,1,Mor,cer,,0,FALSE,,0,found fallen tag
April_2025,4/29/2025,BRNV,L,L2,5380,L2_5380_Mor,1,Mor,cer,51,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,199,L3_199_Jun,1,Jun,vir,111,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,200,L3_200_Pin,1,Pin,tae,445,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,274,L3_274_Nys,1,Nys,syl,155,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,275,L3_275_Jun,1,Jun,vir,220,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,276,L3_276_Jun,1,Jun,vir,105,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,277,L3_277_Nys,1,Nys,syl,77,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,278,L3_278_Jun,1,Jun,vir,148,6,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,279,L3_279_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,280,L3_280_Jun,1,Jun,vir,168,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,281,L3_281_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,282,L3_282_Jun,1,Jun,vir,152,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,283,L3_283_Jun,1,Jun,vir,110,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,285,L3_285_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,286,L3_286_Jun,1,Jun,vir,159,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,287,L3_287_Pin,1,Pin,tae,326,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,288,L3_288_Pin,1,Pin,tae,339,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,289,L3_289_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,290,L3_290_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,291,L3_291_Jun,1,Jun,vir,94,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,292,L3_292_Pin,1,Pin,tae,269,0,FALSE,,1,broken / tag down
April_2025,4/29/2025,BRNV,L,L3,293,L3_293_Jun,1,Jun,vir,312,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,294,L3_294_Pin,1,Pin,tae,395,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,295,L3_295_Pin,1,Pin,tae,338,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,296,L3_296_Jun,1,Jun,vir,115,8,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,297,L3_297_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,298,L3_298_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,299,L3_299_Jun,1,Jun,vir,135,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,300,L3_300_Jun,1,Jun,vir,76,7,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,302,L3_302_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,303,L3_303_Jun,1,Jun,vir,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,304,L3_304_Jun,1,Jun,vir,146,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,305,L3_305_Jun,1,Jun,vir,165,9,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,306,L3_306_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,307,L3_307_Nys,1,Nys,syl,143,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,498,L3_498_Jun,1,Jun,vir,92,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,499,L3_499_Jun,1,Jun,vir,104,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,918,L3_918_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,919,L3_919_Jun,1,Jun,vir,101,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,998,L3_998_Uni,1,Uni,spp,350,2,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,1000,L3_1000_Jun,1,Jun,vir,72,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,5056,L3_5056_Pin,1,Pin,tae,,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,5066,L3_5066_Jun,1,Jun,vir,124,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5067,L3_5067_Pin,1,Pin,tae,,,FALSE,,,couldn't find
April_2025,4/29/2025,BRNV,L,L3,5068,L3_5068_Pin,1,Pin,tae,380,3,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5069,L3_5069_Nys,1,Nys,syl,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,5853,L3_5853_Jun,1,Jun,vir,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,5877,L3_5877_Uni,1,Uni,spp,111,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,5878,L3_5878_Pin,1,Pin,tae,395,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5879,L3_5879_Jun,1,Jun,vir,95,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5881,L3_5881_Pin,1,Pin,tae,,,FALSE,,,
April_2025,4/29/2025,BRNV,L,L3,5882,L3_5882_Nys,1,Nys,syl,141,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,5885,L3_5885_Uni,1,Uni,spp,299,0,FALSE,,1,
April_2025,4/29/2025,BRNV,L,L3,5886,L3_5886_Uni,1,Uni,spp,177,4,TRUE,,1,???
April_2025,4/29/2025,BRNV,L,L3,5151,L3_5151_Pin,1,Pin,tae,274,1,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5310,L3_5310_Mor,1,Mor,cer,54,4,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5379,L3_5379_Mor,1,Mor,cer,55,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5379,L3_5379_Mor,2,Mor,cer,128,5,TRUE,,1,
April_2025,4/29/2025,BRNV,L,L3,5379,L3_5379_Mor,3,Mor,cer,53,5,TRUE,,1,
