key,survey_id,tree_code,trunk_number,column,old,new
May_2024::L0_187_Pin::1,May_2024,L0_187_Pin,1,site,['BRNV'],['BRNV']
May_2024::L0_188_Jun::1,May_2024,L0_188_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_189_Jun::1,May_2024,L0_189_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_190_Jun::1,May_2024,L0_190_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_191_Jun::1,May_2024,L0_191_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_192_Jun::1,May_2024,L0_192_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_193_Jun::1,May_2024,L0_193_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_194_Jun::1,May_2024,L0_194_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_475_Jun::1,May_2024,L0_475_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_476_Jun::1,May_2024,L0_476_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_477_Nys::1,May_2024,L0_477_Nys,1,site,['BRNV'],['BRNV']
May_2024::L0_478_Jun::1,May_2024,L0_478_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_905_Pin::1,May_2024,L0_905_Pin,1,site,['BRNV'],['BRNV']
May_2024::L0_921_Pin::1,May_2024,L0_921_Pin,1,site,['BRNV'],['BRNV']
May_2024::L0_922_Pin::1,May_2024,L0_922_Pin,1,site,['BRNV'],['BRNV']
May_2024::L0_970_Jun::1,May_2024,L0_970_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_971_Jun::1,May_2024,L0_971_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_989_Pin::1,May_2024,L0_989_Pin,1,site,['BRNV'],['BRNV']
May_2024::L0_188_Jun::2,May_2024,L0_188_Jun,2,site,['BRNV'],['BRNV']
May_2024::L0_916_Jun::1,May_2024,L0_916_Jun,1,site,['BRNV'],['BRNV']
May_2024::L0_5152_Mor::1,May_2024,L0_5152_Mor,1,site,['BRNV'],['BRNV']
May_2024::R1_5298_Que::1,May_2024,R1_5298_Que,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_930_Ace::1,May_2024,R1_930_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_932_Ile::1,May_2024,R1_932_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_935_Pin::1,May_2024,R1_935_Pin,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_936_Ile::1,May_2024,R1_936_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_937_Ace::1,May_2024,R1_937_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_938_Ile::1,May_2024,R1_938_Ile,1,site,"['BRNV', 'BRNV', 'BRNV']","['BRNV', 'BRNV', 'BRNV']"
May_2024::R1_939_Ace::1,May_2024,R1_939_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_940_Ile::1,May_2024,R1_940_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_941_Ile::1,May_2024,R1_941_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_942_Liq::1,May_2024,R1_942_Liq,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_943_Ile::1,May_2024,R1_943_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_944_Ace::1,May_2024,R1_944_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_945_Ile::1,May_2024,R1_945_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_946_Ace::1,May_2024,R1_946_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_947_Liq::1,May_2024,R1_947_Liq,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_948_Ile::1,May_2024,R1_948_Ile,1,site,['BRNV'],['BRNV']
May_2024::R1_949_Liq::1,May_2024,R1_949_Liq,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_950_Uni::1,May_2024,R1_950_Uni,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_951_Liq::1,May_2024,R1_951_Liq,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_952_Ace::1,May_2024,R1_952_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_953_Ile::1,May_2024,R1_953_Ile,1,site,['BRNV'],['BRNV']
May_2024::R1_954_Pin::1,May_2024,R1_954_Pin,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_955_Ile::1,May_2024,R1_955_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_956_Pin::1,May_2024,R1_956_Pin,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_957_Ile::1,May_2024,R1_957_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_958_Ile::1,May_2024,R1_958_Ile,1,site,"['BRNV', 'BRNV', 'BRNV']","['BRNV', 'BRNV', 'BRNV']"
May_2024::R1_959_Ile::1,May_2024,R1_959_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_960_Ace::1,May_2024,R1_960_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_961_Ace::1,May_2024,R1_961_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_962_Liq::1,May_2024,R1_962_Liq,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_963_Uni::1,May_2024,R1_963_Uni,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_983_Ile::1,May_2024,R1_983_Ile,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R1_984_Ace::1,May_2024,R1_984_Ace,1,site,"['BRNV', 'BRNV']","['BRNV', 'BRNV']"
May_2024::R2_601_Ile::1,May_2024,R2_601_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_602_Car::1,May_2024,R2_602_Car,1,site,['BRNV'],['BRNV']
May_2024::R2_603_Car::1,May_2024,R2_603_Car,1,site,['BRNV'],['BRNV']
May_2024::R2_604_Ile::1,May_2024,R2_604_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_605_Uni::1,May_2024,R2_605_Uni,1,site,['BRNV'],['BRNV']
May_2024::R2_606_Ile::1,May_2024,R2_606_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_607_Liq::1,May_2024,R2_607_Liq,1,site,['BRNV'],['BRNV']
May_2024::R2_608_Ile::1,May_2024,R2_608_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_609_Pin::1,May_2024,R2_609_Pin,1,site,['BRNV'],['BRNV']
May_2024::R2_610_Ace::1,May_2024,R2_610_Ace,1,site,['BRNV'],['BRNV']
May_2024::R2_611_Ile::1,May_2024,R2_611_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_612_Ile::1,May_2024,R2_612_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_613_Ace::1,May_2024,R2_613_Ace,1,site,['BRNV'],['BRNV']
May_2024::R2_614_Uni::1,May_2024,R2_614_Uni,1,site,['BRNV'],['BRNV']
May_2024::R2_615_Ile::1,May_2024,R2_615_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_616_Ile::1,May_2024,R2_616_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_617_Ile::1,May_2024,R2_617_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_618_Ile::1,May_2024,R2_618_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_619_Pin::1,May_2024,R2_619_Pin,1,site,['BRNV'],['BRNV']
May_2024::R2_620_Pin::1,May_2024,R2_620_Pin,1,site,['BRNV'],['BRNV']
May_2024::R2_621_Ile::1,May_2024,R2_621_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_622_Ile::1,May_2024,R2_622_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_623_Nys::1,May_2024,R2_623_Nys,1,site,['BRNV'],['BRNV']
May_2024::R2_624_Ile::1,May_2024,R2_624_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_625_Ile::1,May_2024,R2_625_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_626_Ile::1,May_2024,R2_626_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_627_Uni::1,May_2024,R2_627_Uni,1,site,['BRNV'],['BRNV']
May_2024::R2_628_Pin::1,May_2024,R2_628_Pin,1,site,['BRNV'],['BRNV']
May_2024::R2_629_Pin::1,May_2024,R2_629_Pin,1,site,['BRNV'],['BRNV']
May_2024::R2_630_Ile::1,May_2024,R2_630_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_631_Ile::1,May_2024,R2_631_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_632_Mor::1,May_2024,R2_632_Mor,1,site,['BRNV'],['BRNV']
May_2024::R2_633_Cor::1,May_2024,R2_633_Cor,1,site,['BRNV'],['BRNV']
May_2024::R2_634_Ile::1,May_2024,R2_634_Ile,1,site,['BRNV'],['BRNV']
May_2024::R2_635_Cor::1,May_2024,R2_635_Cor,1,site,['BRNV'],['BRNV']
May_2024::R3_640_Pin::1,May_2024,R3_640_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_641_Ace::1,May_2024,R3_641_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_642_Pin::1,May_2024,R3_642_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_643_Pin::1,May_2024,R3_643_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_644_Ile::1,May_2024,R3_644_Ile,1,site,['BRNV'],['BRNV']
May_2024::R3_645_Pin::1,May_2024,R3_645_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_646_Pin::1,May_2024,R3_646_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_647_Ace::1,May_2024,R3_647_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_648_Nys::1,May_2024,R3_648_Nys,1,site,['BRNV'],['BRNV']
May_2024::R3_649_Ace::1,May_2024,R3_649_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_650_Vac::1,May_2024,R3_650_Vac,1,site,['BRNV'],['BRNV']
May_2024::R3_659_Nys::1,May_2024,R3_659_Nys,1,site,['BRNV'],['BRNV']
May_2024::R3_663_Ace::1,May_2024,R3_663_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_664_Nys::1,May_2024,R3_664_Nys,1,site,['BRNV'],['BRNV']
May_2024::R3_665_Vac::1,May_2024,R3_665_Vac,1,site,['BRNV'],['BRNV']
May_2024::R3_671_Ace::1,May_2024,R3_671_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_672_Ace::1,May_2024,R3_672_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_673_Uni::1,May_2024,R3_673_Uni,1,site,['BRNV'],['BRNV']
May_2024::R3_674_Ace::1,May_2024,R3_674_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_675_Pin::1,May_2024,R3_675_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_676_Ace::1,May_2024,R3_676_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_677_Nys::1,May_2024,R3_677_Nys,1,site,['BRNV'],['BRNV']
May_2024::R3_678_Nys::1,May_2024,R3_678_Nys,1,site,['BRNV'],['BRNV']
May_2024::R3_679_Ace::1,May_2024,R3_679_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_680_Pin::1,May_2024,R3_680_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_681_Ace::1,May_2024,R3_681_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_682_Ile::1,May_2024,R3_682_Ile,1,site,['BRNV'],['BRNV']
May_2024::R3_683_Pin::1,May_2024,R3_683_Pin,1,site,['BRNV'],['BRNV']
May_2024::R3_684_Ile::1,May_2024,R3_684_Ile,1,site,['BRNV'],['BRNV']
May_2024::R3_685_Ile::1,May_2024,R3_685_Ile,1,site,['BRNV'],['BRNV']
May_2024::R3_686_Liq::1,May_2024,R3_686_Liq,1,site,['BRNV'],['BRNV']
May_2024::R3_687_Vac::1,May_2024,R3_687_Vac,1,site,['BRNV'],['BRNV']
May_2024::R3_688_Ace::1,May_2024,R3_688_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_689_Liq::1,May_2024,R3_689_Liq,1,site,['BRNV'],['BRNV']
May_2024::R3_690_Ace::1,May_2024,R3_690_Ace,1,site,['BRNV'],['BRNV']
May_2024::R3_691_Pin::1,May_2024,R3_691_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5201_Ile::1,May_2024,R4_5201_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5202_Jun::1,May_2024,R4_5202_Jun,1,site,['BRNV'],['BRNV']
May_2024::R4_5203_Nys::1,May_2024,R4_5203_Nys,1,site,['BRNV'],['BRNV']
May_2024::R4_5204_Pin::1,May_2024,R4_5204_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5205_Pin::1,May_2024,R4_5205_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5206_Pin::1,May_2024,R4_5206_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5207_Pin::1,May_2024,R4_5207_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5208_Nys::1,May_2024,R4_5208_Nys,1,site,['BRNV'],['BRNV']
May_2024::R4_5210_Ile::1,May_2024,R4_5210_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5211_Uni::1,May_2024,R4_5211_Uni,1,site,['BRNV'],['BRNV']
May_2024::R4_5213_Ile::1,May_2024,R4_5213_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5214_Que::1,May_2024,R4_5214_Que,1,site,['BRNV'],['BRNV']
May_2024::R4_5215_Nys::1,May_2024,R4_5215_Nys,1,site,['BRNV'],['BRNV']
May_2024::R4_5216_Ile::1,May_2024,R4_5216_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5217_Ile::1,May_2024,R4_5217_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5218_Nys::1,May_2024,R4_5218_Nys,1,site,['BRNV'],['BRNV']
May_2024::R4_5219_Pin::1,May_2024,R4_5219_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5220_Ace::1,May_2024,R4_5220_Ace,1,site,['BRNV'],['BRNV']
May_2024::R4_5222_Ile::1,May_2024,R4_5222_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5223_Liq::1,May_2024,R4_5223_Liq,1,site,['BRNV'],['BRNV']
May_2024::R4_5224_Ile::1,May_2024,R4_5224_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5225_Ace::1,May_2024,R4_5225_Ace,1,site,['BRNV'],['BRNV']
May_2024::R4_5226_Ile::1,May_2024,R4_5226_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5227_Ace::1,May_2024,R4_5227_Ace,1,site,['BRNV'],['BRNV']
May_2024::R4_5228_Pin::1,May_2024,R4_5228_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5229_Ile::1,May_2024,R4_5229_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5230_Ace::1,May_2024,R4_5230_Ace,1,site,['BRNV'],['BRNV']
May_2024::R4_5231_Ile::1,May_2024,R4_5231_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5232_Pin::1,May_2024,R4_5232_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5233_Pin::1,May_2024,R4_5233_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5234_Pin::1,May_2024,R4_5234_Pin,1,site,['BRNV'],['BRNV']
May_2024::R4_5235_Ile::1,May_2024,R4_5235_Ile,1,site,['BRNV'],['BRNV']
May_2024::R4_5236_Nys::1,May_2024,R4_5236_Nys,1,site,['BRNV'],['BRNV']
May_2024::R4_5237_Pin::1,May_2024,R4_5237_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_101_Pin::1,May_2024,H3_101_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_153_Nys::1,May_2024,H3_153_Nys,1,site,['BRNV'],['BRNV']
May_2024::H3_154_Pin::1,May_2024,H3_154_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_155_Nys::1,May_2024,H3_155_Nys,1,site,['BRNV'],['BRNV']
May_2024::H3_156_Pin::1,May_2024,H3_156_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_157_Pin::1,May_2024,H3_157_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_158_Pin::1,May_2024,H3_158_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_159_Nys::1,May_2024,H3_159_Nys,1,site,['BRNV'],['BRNV']
May_2024::H3_160_Pin::1,May_2024,H3_160_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_161_Pin::1,May_2024,H3_161_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_162_Ile::1,May_2024,H3_162_Ile,1,site,['BRNV'],['BRNV']
May_2024::H3_163_Pin::1,May_2024,H3_163_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_164_Pin::1,May_2024,H3_164_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_165_Ile::1,May_2024,H3_165_Ile,1,site,['BRNV'],['BRNV']
May_2024::H3_166_Ile::1,May_2024,H3_166_Ile,1,site,['BRNV'],['BRNV']
May_2024::H3_167_Pin::1,May_2024,H3_167_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_168_Nys::1,May_2024,H3_168_Nys,1,site,['BRNV'],['BRNV']
May_2024::H3_169_Pin::1,May_2024,H3_169_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_170_Pin::1,May_2024,H3_170_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_171_Pin::1,May_2024,H3_171_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_172_Pin::1,May_2024,H3_172_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_173_Pin::1,May_2024,H3_173_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_174_Pin::1,May_2024,H3_174_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_509_Pin::1,May_2024,H3_509_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_510_Pin::1,May_2024,H3_510_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_511_Pin::1,May_2024,H3_511_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_512_Uni::1,May_2024,H3_512_Uni,1,site,['BRNV'],['BRNV']
May_2024::H3_575_Uni::1,May_2024,H3_575_Uni,1,site,['BRNV'],['BRNV']
May_2024::H3_5842_Pin::1,May_2024,H3_5842_Pin,1,site,['BRNV'],['BRNV']
May_2024::H3_153_Nys::2,May_2024,H3_153_Nys,2,site,['BRNV'],['BRNV']
May_2024::H3_512_Uni::2,May_2024,H3_512_Uni,2,site,['BRNV'],['BRNV']
May_2024::H3_153_Nys::3,May_2024,H3_153_Nys,3,site,['BRNV'],['BRNV']
May_2024::H5_548_Pin::1,May_2024,H5_548_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_549_Pin::1,May_2024,H5_549_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_550_Pin::1,May_2024,H5_550_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_551_Ile::1,May_2024,H5_551_Ile,1,site,['BRNV'],['BRNV']
May_2024::H5_552_Pin::1,May_2024,H5_552_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_553_Pin::1,May_2024,H5_553_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_554_Nys::1,May_2024,H5_554_Nys,1,site,['BRNV'],['BRNV']
May_2024::H5_555_Pin::1,May_2024,H5_555_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_556_Pin::1,May_2024,H5_556_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_557_Nys::1,May_2024,H5_557_Nys,1,site,['BRNV'],['BRNV']
May_2024::H5_558_Pin::1,May_2024,H5_558_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_559_Ace::1,May_2024,H5_559_Ace,1,site,['BRNV'],['BRNV']
May_2024::H5_560_Pin::1,May_2024,H5_560_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_561_Pin::1,May_2024,H5_561_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_562_Pin::1,May_2024,H5_562_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_563_Nys::1,May_2024,H5_563_Nys,1,site,['BRNV'],['BRNV']
May_2024::H5_564_Ile::1,May_2024,H5_564_Ile,1,site,['BRNV'],['BRNV']
May_2024::H5_565_Pin::1,May_2024,H5_565_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_566_Pin::1,May_2024,H5_566_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_567_Nys::1,May_2024,H5_567_Nys,1,site,['BRNV'],['BRNV']
May_2024::H5_568_Pin::1,May_2024,H5_568_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_569_Pin::1,May_2024,H5_569_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_570_Pin::1,May_2024,H5_570_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_571_Ile::1,May_2024,H5_571_Ile,1,site,['BRNV'],['BRNV']
May_2024::H5_572_Liq::1,May_2024,H5_572_Liq,1,site,['BRNV'],['BRNV']
May_2024::H5_573_Pin::1,May_2024,H5_573_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_907_Pin::1,May_2024,H5_907_Pin,1,site,['BRNV'],['BRNV']
May_2024::H5_912_Ace::1,May_2024,H5_912_Ace,1,site,['BRNV'],['BRNV']
May_2024::H5_571_Ile::2,May_2024,H5_571_Ile,2,site,['BRNV'],['BRNV']
May_2024::H6_516_Ace::1,May_2024,H6_516_Ace,1,site,['BRNV'],['BRNV']
May_2024::H6_517_Pin::1,May_2024,H6_517_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_518_Pin::1,May_2024,H6_518_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_519_Nys::1,May_2024,H6_519_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_520_Pin::1,May_2024,H6_520_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_521_Ile::1,May_2024,H6_521_Ile,1,site,['BRNV'],['BRNV']
May_2024::H6_522_Uni::1,May_2024,H6_522_Uni,1,site,['BRNV'],['BRNV']
May_2024::H6_523_Pin::1,May_2024,H6_523_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_524_Uni::1,May_2024,H6_524_Uni,1,site,['BRNV'],['BRNV']
May_2024::H6_525_Nys::1,May_2024,H6_525_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_526_Pin::1,May_2024,H6_526_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_527_Pin::1,May_2024,H6_527_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_528_Ile::1,May_2024,H6_528_Ile,1,site,['BRNV'],['BRNV']
May_2024::H6_529_Pin::1,May_2024,H6_529_Pin,1,site,['BRNV'],['BRNV']
May_2024::H6_530_Nys::1,May_2024,H6_530_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_531_Nys::1,May_2024,H6_531_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_532_Jun::1,May_2024,H6_532_Jun,1,site,['BRNV'],['BRNV']
May_2024::H6_533_Nys::1,May_2024,H6_533_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_534_Nys::1,May_2024,H6_534_Nys,1,site,['BRNV'],['BRNV']
May_2024::H6_535_Pin::1,May_2024,H6_535_Pin,1,site,['BRNV'],['BRNV']
